-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2001 through 01/01/2023 
Location: Latitude  24.87   Longitude 67.03 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 53.05 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN       CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
CLRSKY_SFC_SW_DWN       CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
ALLSKY_KT               CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
ALLSKY_SFC_LW_DWN       CERES SYN1deg All Sky Surface Longwave Downward Irradiance (W/m^2) 
ALLSKY_SFC_PAR_TOT      CERES SYN1deg All Sky Surface PAR Total (W/m^2) 
CLRSKY_SFC_PAR_TOT      CERES SYN1deg Clear Sky Surface PAR Total (W/m^2) 
ALLSKY_SFC_UV_INDEX     CERES SYN1deg All Sky Surface UV Index (dimensionless) 
T2MDEW                  MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2MWET                  MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
TS                      MERRA-2 Earth Skin Temperature (C) 
T2M_RANGE               MERRA-2 Temperature at 2 Meters Range (C) 
QV2M                    MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M                    MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR             MERRA-2 Precipitation Corrected (mm/day) 
PS                      MERRA-2 Surface Pressure (kPa) 
WS10M_RANGE             MERRA-2 Wind Speed at 10 Meters Range (m/s) 
WD10M                   MERRA-2 Wind Direction at 10 Meters (Degrees) 
WS50M_RANGE             MERRA-2 Wind Speed at 50 Meters Range (m/s) 
WD50M                   MERRA-2 Wind Direction at 50 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UV_INDEX,T2MDEW,T2MWET,TS,T2M_RANGE,QV2M,RH2M,PRECTOTCORR,PS,WS10M_RANGE,WD10M,WS50M_RANGE,WD50M
2005,8,30,6.82,7.07,0.66,410.49,133.02,137.08,2.44,20.91,24.25,29.85,5.84,15.56,67.75,0.0,99.94,2.84,231.06,1.84,231.06
2005,8,31,6.71,7.1,0.66,411.39,131.66,137.97,2.48,21.12,24.44,30.02,6.14,15.75,67.88,0.0,99.8,2.85,232.94,1.89,232.88
2005,9,1,7.07,7.14,0.7,401.07,136.52,137.36,2.57,20.6,24.26,30.23,6.45,15.26,65.38,0.0,99.93,2.72,239.5,2.39,239.62
2005,9,2,6.95,7.02,0.69,399.01,133.5,134.27,2.4,21.39,24.47,29.76,6.31,15.99,70.06,0.0,100.09,2.95,248.5,1.56,248.75
2005,9,3,6.51,6.97,0.64,407.93,126.73,134.25,2.36,22.45,25.18,29.93,5.98,17.09,73.0,0.0,99.98,2.04,254.44,1.06,255.06
2005,9,4,5.29,6.67,0.52,424.71,104.92,129.55,1.95,22.84,25.49,29.96,5.51,17.52,73.56,0.0,99.75,2.61,254.44,2.45,254.94
2005,9,5,6.47,6.57,0.64,416.26,125.35,127.18,2.22,22.62,25.37,30.12,6.57,17.33,73.31,0.0,99.7,1.32,260.44,0.71,261.12
2005,9,6,6.22,6.36,0.62,426.11,120.86,123.28,2.1,23.02,25.93,30.74,7.85,17.76,72.56,0.0,99.77,1.83,256.81,1.91,257.25
2005,9,7,6.48,6.52,0.65,425.62,125.83,126.67,2.2,23.58,26.45,31.1,7.1,18.43,73.19,0.0,99.86,1.86,258.0,1.76,258.38
2005,9,8,3.21,6.2,0.32,443.41,66.34,120.8,1.18,23.8,26.4,30.9,6.32,18.62,75.0,0.15,99.85,1.37,260.62,1.59,261.31
2005,9,9,5.7,6.18,0.58,439.23,112.33,120.96,2.05,24.15,26.76,31.12,7.34,19.04,75.0,0.94,99.82,3.67,254.81,4.52,256.81
2005,9,10,2.99,6.22,0.3,440.65,62.7,122.59,1.13,24.13,26.91,30.98,5.41,19.04,73.06,2.15,99.61,2.9,289.81,3.18,293.06
2005,9,11,3.59,6.39,0.37,438.74,72.54,126.34,1.39,24.83,27.25,30.26,5.25,19.9,76.31,18.87,99.44,4.24,252.31,5.16,252.38
2005,9,12,6.12,6.42,0.62,442.21,120.53,126.03,2.14,24.48,28.01,31.34,9.24,19.59,69.12,4.69,99.38,2.72,226.5,3.62,214.44
2005,9,13,5.9,6.25,0.6,444.84,113.97,119.99,1.96,22.26,27.27,31.7,9.02,17.09,57.62,0.0,99.46,4.3,101.88,4.98,87.69
2005,9,14,5.72,6.24,0.59,442.98,112.89,122.41,1.95,22.02,27.03,31.51,8.39,16.78,56.38,0.0,99.52,4.62,43.56,4.25,43.62
2005,9,15,5.69,6.14,0.59,447.28,111.76,119.98,1.97,22.26,27.01,31.26,7.12,17.03,57.94,0.01,99.52,4.8,45.0,4.39,45.19
2005,9,16,4.99,6.29,0.52,447.57,100.68,124.11,1.95,22.87,26.49,30.32,5.93,17.64,66.12,0.04,99.65,4.43,154.69,5.69,155.62
2005,9,17,5.21,5.97,0.54,431.9,101.8,114.71,1.79,24.17,26.54,29.94,5.65,19.04,76.69,0.01,99.79,3.71,259.88,3.3,260.62
2005,9,18,5.44,6.21,0.57,427.92,106.8,120.37,1.91,23.98,26.3,29.86,5.3,18.74,76.62,0.01,99.97,2.49,246.56,2.79,247.19
2005,9,19,5.88,6.11,0.62,425.05,114.76,119.16,1.97,23.51,26.25,30.7,6.71,18.19,73.38,0.01,100.05,3.8,253.31,5.16,253.75
2005,9,20,6.05,6.15,0.63,423.24,117.63,119.93,1.98,24.03,26.63,30.58,6.53,18.86,74.88,0.0,99.84,1.23,265.81,2.11,266.81
2005,9,21,6.27,6.28,0.66,413.47,120.42,120.98,2.12,23.98,26.67,30.69,8.18,18.86,75.25,0.0,99.82,2.4,273.38,2.17,274.62
2005,9,22,5.75,6.16,0.61,421.31,111.02,118.2,1.95,24.26,26.69,30.49,8.05,19.17,77.31,0.0,99.88,3.32,271.25,3.04,272.44
2005,9,23,5.91,6.08,0.63,418.18,113.71,117.12,1.93,23.91,26.29,30.05,6.65,18.74,77.0,0.0,99.87,2.21,262.75,1.98,263.5
2005,9,24,4.81,6.13,0.52,424.0,95.2,117.8,1.66,23.87,26.02,29.45,5.4,18.68,78.25,0.0,99.87,3.71,244.62,3.01,245.31
2005,9,25,5.5,6.2,0.59,419.66,106.58,118.48,1.84,22.84,25.37,29.26,5.13,17.52,74.75,0.01,99.92,3.03,238.69,2.55,239.31
2005,9,26,6.02,6.32,0.65,406.51,115.58,120.63,2.02,22.13,24.92,29.16,5.71,16.78,72.5,0.0,99.93,2.22,232.62,1.77,233.31
2005,9,27,5.92,6.22,0.64,407.77,113.79,118.93,1.95,21.39,24.51,29.29,5.44,15.99,69.62,0.0,100.1,2.52,220.69,1.67,221.0
2005,9,28,6.15,6.24,0.67,402.0,117.36,119.14,1.95,20.14,24.08,29.97,6.72,14.83,63.62,0.0,100.27,2.75,225.5,3.24,225.69
2005,9,29,6.22,6.24,0.68,397.77,118.17,118.84,1.91,20.92,24.43,29.73,7.18,15.56,67.25,0.0,100.27,2.86,247.81,2.83,248.0
2005,9,30,6.16,6.25,0.68,393.82,116.79,118.66,1.89,21.37,24.42,29.26,6.98,15.99,71.0,0.0,100.35,2.92,254.06,1.95,254.44
2005,10,1,6.36,6.37,0.7,392.66,121.02,121.48,1.96,21.44,24.26,29.05,7.19,15.99,72.94,0.0,100.53,2.12,259.25,1.35,259.5
2005,10,2,6.39,6.4,0.71,388.8,121.62,122.09,2.02,20.94,23.99,28.96,6.86,15.5,70.5,0.0,100.49,2.55,251.06,1.28,251.31
2005,10,3,6.47,6.48,0.73,383.36,122.5,123.13,2.05,20.8,23.76,28.44,7.44,15.38,71.25,0.0,100.32,2.71,251.38,1.49,251.69
2005,10,4,6.39,6.38,0.72,388.35,121.14,121.55,1.97,20.21,23.51,28.35,5.69,14.89,68.5,0.0,100.39,2.93,249.31,2.53,249.69
2005,10,5,6.33,6.32,0.71,391.17,120.21,120.48,1.99,20.08,23.42,28.28,7.76,14.71,68.69,0.0,100.61,2.17,261.12,1.67,261.75
2005,10,6,6.35,6.36,0.72,386.4,120.16,120.84,2.01,20.36,23.37,27.85,7.95,15.01,71.94,0.0,100.65,2.12,262.81,1.14,263.62
2005,10,7,6.34,6.33,0.72,385.41,119.88,120.25,2.01,21.33,23.83,27.7,7.75,15.93,76.38,0.0,100.58,2.34,256.44,1.45,257.12
2005,10,8,6.26,6.27,0.72,389.27,119.02,119.69,2.0,21.44,23.96,27.62,7.09,16.05,75.81,0.0,100.51,3.19,255.56,2.25,256.19
2005,10,9,6.07,6.07,0.7,392.15,115.58,116.1,1.86,21.29,23.83,27.58,6.98,15.87,75.56,0.0,100.58,2.05,261.75,1.21,262.38
2005,10,10,5.9,5.91,0.68,399.51,112.59,113.34,1.73,21.69,24.17,27.94,7.07,16.24,75.94,0.0,100.52,2.11,260.81,1.38,261.69
2005,10,11,5.97,5.97,0.7,399.48,113.47,114.05,1.77,21.92,24.5,28.57,8.37,16.54,76.06,0.0,100.53,2.77,252.19,3.02,253.0
2005,10,12,6.03,6.01,0.7,389.79,113.25,113.6,1.75,20.51,23.95,28.92,8.58,15.32,70.06,0.0,100.58,3.49,264.25,4.32,264.38
2005,10,13,5.92,5.91,0.7,386.37,110.52,110.95,1.72,18.23,23.07,28.96,10.61,13.49,60.81,0.0,100.46,2.22,292.94,3.05,293.62
2005,10,14,5.82,5.8,0.69,389.48,108.5,108.85,1.68,16.77,22.7,29.36,11.16,12.45,54.31,0.0,100.37,2.42,296.5,4.02,297.56
2005,10,15,5.76,5.75,0.69,383.82,107.16,107.57,1.66,14.58,21.87,29.6,11.01,10.99,46.0,0.0,100.36,3.16,250.0,5.34,250.38
2005,10,16,5.68,5.67,0.68,381.2,104.41,104.81,1.59,13.4,21.37,29.84,11.89,10.56,44.75,0.0,100.35,3.08,301.94,5.1,303.25
2005,10,17,5.65,5.63,0.68,375.52,102.38,102.77,1.55,12.51,20.9,29.56,11.02,10.07,42.31,0.0,100.48,2.69,239.44,3.95,241.0
2005,10,18,5.54,5.52,0.67,374.98,100.55,100.85,1.51,12.89,20.79,28.94,10.3,10.01,43.06,0.0,100.53,2.42,306.56,3.98,307.75
2005,10,19,5.67,5.66,0.69,372.96,103.95,104.48,1.48,14.22,21.32,29.08,11.58,10.93,48.81,0.0,100.44,2.48,304.38,4.53,305.81
2005,10,20,5.36,5.34,0.66,372.41,97.26,97.61,1.36,13.86,21.08,29.08,11.31,10.68,48.12,0.0,100.46,2.87,224.38,4.85,226.25
2005,10,21,5.31,5.3,0.66,372.46,95.68,96.08,1.37,16.68,22.23,28.91,11.16,12.57,58.5,0.0,100.58,2.88,312.69,4.49,314.56
2005,10,22,5.41,5.39,0.67,372.54,98.12,98.48,1.48,16.67,22.12,28.83,10.36,12.7,58.06,0.0,100.56,4.01,299.31,5.27,301.12
2005,10,23,5.42,5.45,0.67,380.02,100.24,101.35,1.55,20.26,23.81,28.71,9.32,15.14,69.56,0.0,100.51,3.57,254.56,4.52,255.0
2005,10,24,5.46,5.44,0.68,373.41,99.82,100.21,1.5,19.46,23.23,28.33,9.15,14.47,68.25,0.0,100.53,2.26,279.0,3.31,279.81
2005,10,25,5.44,5.43,0.69,376.68,99.59,100.07,1.52,19.73,23.33,28.12,8.98,14.71,69.5,0.0,100.53,1.68,274.06,2.34,275.19
2005,10,26,5.47,5.44,0.69,372.52,100.36,100.64,1.55,18.69,22.97,28.54,10.69,13.98,65.81,0.0,100.52,3.0,293.56,4.95,293.94
2005,10,27,5.41,5.39,0.69,374.2,98.69,98.99,1.48,15.32,21.82,29.01,11.68,11.47,51.94,0.0,100.55,3.33,217.94,5.1,235.5
2005,10,28,5.19,5.18,0.66,380.35,95.36,95.78,1.42,15.28,22.02,29.3,11.13,11.23,48.19,0.0,100.69,2.2,230.44,4.04,232.06
2005,10,29,5.23,5.21,0.67,378.18,95.71,96.12,1.45,16.07,22.15,29.11,10.38,12.15,54.81,0.0,100.69,2.3,288.44,4.55,289.69
2005,10,30,5.57,5.56,0.72,367.34,102.39,102.88,1.59,16.12,21.39,27.41,10.08,12.27,60.62,0.0,100.41,2.76,263.75,2.87,264.31
2005,10,31,5.41,5.41,0.7,365.47,99.16,99.84,1.5,15.63,21.4,27.56,11.23,11.9,57.88,0.0,100.18,3.08,253.62,4.98,254.62
2005,11,1,5.31,5.3,0.7,366.73,97.05,97.68,1.42,14.39,20.39,27.05,10.98,11.35,57.06,0.0,100.28,2.55,164.06,4.15,162.25
2005,11,2,5.06,5.06,0.66,378.5,94.03,94.76,1.37,19.48,22.55,26.66,8.39,14.4,72.75,0.0,100.51,3.84,203.75,4.64,203.31
2005,11,3,5.06,5.05,0.67,376.19,93.84,94.63,1.33,17.93,21.76,27.19,9.76,13.12,67.44,0.0,100.7,3.74,229.19,5.06,228.44
2005,11,4,4.83,4.82,0.64,368.91,87.38,88.09,1.16,13.51,19.99,27.03,10.35,10.07,49.31,0.0,100.8,3.08,205.88,4.02,207.69
2005,11,5,4.72,4.72,0.63,362.12,84.84,85.5,1.12,13.99,20.02,26.73,9.38,10.19,51.19,0.0,100.88,1.24,304.0,2.27,305.31
2005,11,6,4.71,4.73,0.63,358.24,83.96,84.93,1.12,12.94,19.3,26.54,10.02,9.58,49.75,0.0,100.86,2.85,224.5,4.68,225.88
2005,11,7,4.62,4.61,0.62,363.86,82.88,83.41,1.12,13.94,19.58,26.22,9.7,10.38,54.94,0.0,100.78,4.53,237.81,5.9,238.81
2005,11,8,4.94,4.92,0.67,361.85,89.67,90.12,1.24,15.79,20.72,26.63,10.12,11.54,59.62,0.0,100.71,3.12,235.81,4.88,236.0
2005,11,9,4.85,4.84,0.66,360.3,87.21,87.81,1.17,16.3,20.76,26.33,10.41,11.9,63.31,0.0,100.8,2.62,214.12,4.28,213.75
2005,11,10,4.82,4.82,0.66,360.59,87.63,88.29,1.23,18.23,21.44,25.89,9.68,13.37,72.19,0.0,100.72,2.87,283.12,3.25,283.44
2005,11,11,4.84,4.86,0.67,381.27,91.32,92.45,1.3,20.94,23.38,26.79,7.26,15.56,77.06,0.0,100.68,2.37,260.44,1.9,261.31
2005,11,12,4.74,4.84,0.66,381.02,89.22,91.73,1.3,20.01,22.74,26.7,7.55,14.77,75.06,0.0,100.84,1.42,270.94,2.45,271.94
2005,11,13,4.87,4.86,0.68,371.7,90.57,91.27,1.28,17.3,21.23,26.56,9.91,12.51,66.75,0.0,100.93,2.32,299.06,4.16,301.06
2005,11,14,4.85,4.84,0.68,369.77,89.97,90.66,1.27,17.92,21.6,26.42,9.91,13.06,68.75,0.0,100.86,1.71,293.31,3.41,294.75
2005,11,15,4.82,4.8,0.68,369.5,89.42,89.88,1.25,18.08,21.81,26.48,9.31,13.24,68.25,0.0,100.8,1.73,281.38,3.09,282.31
2005,11,16,4.79,4.77,0.68,369.41,88.64,89.2,1.23,14.48,20.42,26.85,10.98,10.86,54.62,0.0,100.78,2.75,182.38,3.96,186.0
2005,11,17,4.64,4.7,0.66,364.1,85.02,86.8,1.2,11.98,19.15,26.98,9.34,9.46,46.25,0.0,100.88,3.34,161.94,4.7,163.44
2005,11,18,4.83,4.83,0.7,359.48,88.01,88.77,1.25,18.0,21.49,25.93,8.62,13.18,69.69,0.0,100.74,5.28,253.06,5.7,253.94
2005,11,19,4.99,4.97,0.72,362.25,92.47,93.02,1.29,19.59,22.19,25.77,8.34,14.34,76.06,0.0,100.82,1.92,258.38,1.83,259.19
2005,11,20,4.83,4.83,0.7,360.45,89.35,90.07,1.23,17.66,21.01,25.75,9.59,13.06,73.0,0.0,100.92,1.95,289.94,3.66,291.06
2005,11,21,4.74,4.74,0.69,370.13,88.64,89.51,1.18,18.23,21.62,26.29,9.75,13.24,70.88,0.0,100.92,2.77,294.06,4.71,295.56
2005,11,22,4.75,4.74,0.7,367.09,88.11,88.88,1.17,18.16,21.73,26.53,9.91,13.24,69.44,0.0,100.87,2.07,287.81,4.0,289.38
2005,11,23,4.61,4.62,0.68,365.45,85.74,86.62,1.17,16.51,21.12,26.55,8.91,12.08,61.75,0.0,100.83,3.06,293.62,4.3,282.69
2005,11,24,4.54,4.53,0.67,349.05,82.34,83.02,1.12,8.93,17.34,25.64,10.49,7.63,38.69,0.0,100.8,3.92,117.5,4.74,91.31
2005,11,25,4.57,4.57,0.68,345.58,82.08,82.8,1.12,9.42,17.08,25.1,9.71,8.06,43.69,0.0,100.79,1.8,200.31,2.94,202.25
2005,11,26,4.48,4.47,0.66,355.43,81.36,82.05,1.05,15.2,19.88,25.41,8.7,11.05,60.62,0.0,100.71,3.43,226.69,4.68,228.06
2005,11,27,4.42,4.43,0.66,365.41,81.44,82.38,1.07,13.92,19.77,25.68,9.03,10.5,53.0,0.0,100.76,3.0,212.19,4.27,172.12
2005,11,28,4.68,4.7,0.7,334.56,82.9,84.07,1.08,0.49,11.56,23.44,9.8,4.21,26.38,0.0,101.04,5.33,111.19,7.3,114.75
2005,11,29,4.38,4.38,0.66,335.05,77.57,78.5,0.98,2.46,11.83,22.03,9.98,4.7,31.88,0.0,101.08,4.51,108.19,5.37,95.0
2005,11,30,4.33,4.34,0.66,335.91,78.02,79.04,0.91,4.9,13.08,22.17,9.15,5.62,36.5,0.0,100.72,2.16,140.12,2.91,140.19
2005,12,1,4.63,4.64,0.7,324.91,81.15,82.23,0.98,-1.92,9.48,21.74,10.49,3.66,25.31,0.0,100.73,3.4,66.38,4.98,64.94
2005,12,2,4.72,4.74,0.72,321.7,82.04,83.09,1.01,-4.03,7.95,20.62,11.43,3.11,23.0,0.0,101.06,1.2,45.75,2.85,45.0
2005,12,3,4.65,4.66,0.71,324.83,81.23,82.2,1.02,-3.0,9.18,21.14,12.69,3.36,23.0,0.0,101.07,3.62,71.5,4.73,70.31
2005,12,4,4.65,4.66,0.71,325.23,82.16,83.13,1.05,5.93,14.13,22.02,9.59,6.1,37.88,0.0,100.9,1.82,156.75,2.43,152.25
2005,12,5,4.61,4.61,0.71,325.68,80.2,81.1,1.02,2.99,12.83,21.97,10.38,5.13,31.81,0.0,100.82,2.65,93.25,3.33,76.12
2005,12,6,4.47,4.48,0.69,339.82,80.72,81.73,1.14,12.57,17.56,23.04,9.86,9.34,57.06,0.0,100.82,3.14,249.44,4.2,250.44
2005,12,7,4.47,4.48,0.69,341.2,80.27,81.32,1.14,13.01,18.12,23.61,9.68,9.58,57.0,0.0,100.89,1.99,217.12,2.88,216.94
2005,12,8,4.47,4.48,0.7,335.79,79.63,80.52,1.12,11.76,17.35,23.48,10.98,8.85,54.25,0.0,100.82,3.55,208.12,5.05,213.12
2005,12,9,4.45,4.45,0.69,343.7,80.63,81.52,1.11,10.54,17.4,23.35,9.61,8.3,46.12,0.0,100.64,1.49,135.5,1.87,133.06
2005,12,10,4.48,4.48,0.7,331.18,79.98,80.83,1.05,4.69,13.59,22.46,11.02,5.74,35.38,0.0,100.87,4.33,66.25,6.84,65.62
2005,12,11,4.3,4.31,0.67,329.77,76.53,77.55,0.95,1.82,11.58,21.9,11.69,4.64,31.69,0.0,101.05,4.77,67.31,6.72,65.81
2005,12,12,4.26,4.27,0.66,331.61,76.12,77.18,0.92,4.31,12.83,21.59,8.92,5.43,35.12,0.0,101.07,2.31,149.88,3.3,137.06
2005,12,13,4.33,4.35,0.68,328.89,76.76,77.88,0.95,3.1,12.02,21.17,9.89,5.07,34.69,0.0,101.14,2.46,172.75,3.57,174.12
2005,12,14,4.26,4.28,0.66,330.56,75.62,76.87,0.93,11.36,15.94,21.09,7.89,8.54,58.12,0.0,100.97,1.61,301.56,2.52,302.75
2005,12,15,4.27,4.28,0.67,335.64,76.02,77.11,0.96,9.19,15.01,21.57,9.93,7.75,53.19,0.0,101.0,3.01,143.56,4.14,144.25
2005,12,16,4.32,4.32,0.68,325.45,75.26,76.12,0.95,-0.88,9.73,20.58,11.22,3.78,27.25,0.0,101.24,1.91,47.94,1.95,46.88
2005,12,17,4.35,4.35,0.68,325.08,75.67,76.52,0.97,-0.04,10.26,20.33,12.1,4.03,28.31,0.0,101.2,4.38,152.12,6.26,153.19
2005,12,18,4.14,4.14,0.65,335.9,74.01,74.86,0.97,8.45,14.5,20.72,8.16,7.32,48.81,0.0,101.02,2.6,199.06,3.37,200.38
2005,12,19,4.15,4.23,0.65,349.95,76.57,79.02,1.02,15.29,18.2,21.9,8.41,10.93,70.38,7.21,100.65,3.16,194.0,3.57,195.31
2005,12,20,4.3,4.28,0.67,346.21,78.23,78.89,1.0,12.15,16.73,21.32,8.97,9.09,59.94,5.88,100.67,3.28,177.69,4.02,179.19
2005,12,21,4.22,4.2,0.66,327.24,73.59,74.3,0.98,6.44,13.05,19.88,10.11,6.29,46.62,0.0,101.01,3.05,158.12,4.4,159.56
2005,12,22,4.0,4.01,0.63,340.58,71.49,72.58,0.9,11.48,15.83,20.62,7.55,8.61,60.31,0.0,101.04,2.17,226.94,2.83,240.75
2005,12,23,3.99,3.99,0.62,329.59,69.44,70.25,0.82,5.3,12.43,19.64,9.15,5.68,41.31,0.0,101.02,2.28,138.38,3.01,139.0
2005,12,24,4.05,4.05,0.63,330.33,70.93,71.8,0.85,5.36,12.48,19.65,9.79,5.68,41.69,0.0,101.15,2.66,96.69,3.69,92.75
2005,12,25,4.14,4.18,0.65,327.88,72.57,74.16,0.9,5.33,12.74,19.83,9.6,5.74,40.56,0.0,101.19,3.48,126.25,5.08,125.12
2005,12,26,4.18,4.18,0.66,334.45,74.38,75.19,0.92,14.01,16.9,20.39,8.84,10.07,71.38,0.0,101.1,3.05,289.31,4.8,289.56
2005,12,27,4.2,4.26,0.66,358.4,77.81,79.79,1.03,18.3,19.95,22.09,6.48,13.12,82.69,0.0,100.96,3.34,261.56,2.39,261.69
2005,12,28,4.06,4.12,0.63,360.41,75.2,77.38,0.96,12.21,17.18,21.97,9.08,9.34,59.06,0.0,101.04,5.19,81.38,5.53,81.56
2005,12,29,4.17,4.18,0.65,343.23,75.07,76.22,0.95,10.31,15.58,21.35,8.68,8.06,53.56,0.0,101.07,3.97,173.88,5.81,174.75
2005,12,30,4.37,4.36,0.68,332.96,78.29,79.07,0.99,4.03,12.42,20.42,8.35,5.31,36.5,0.0,100.97,3.47,231.19,4.78,234.62
2005,12,31,4.21,4.21,0.66,340.64,76.02,77.07,0.95,7.09,13.58,19.93,9.97,6.77,47.31,0.0,100.94,3.66,160.0,3.8,145.75
2006,1,1,4.0,4.08,0.62,354.07,74.79,77.09,0.86,9.99,14.65,20.91,7.85,7.87,56.69,0.0,100.96,5.24,312.06,7.72,310.88
2006,1,2,4.51,4.51,0.7,314.21,78.77,79.6,0.84,0.15,7.81,17.98,8.85,4.03,38.88,0.0,101.12,3.22,313.25,5.77,313.69
2006,1,3,4.63,4.62,0.72,306.23,80.48,81.32,0.9,-4.45,4.98,16.39,11.23,2.93,31.06,0.0,101.25,3.27,91.06,4.84,91.31
2006,1,4,4.41,4.54,0.68,306.59,77.21,80.09,0.84,-5.08,5.32,16.74,10.99,2.75,27.12,0.0,101.35,2.86,36.56,2.2,38.06
2006,1,5,4.65,4.67,0.72,307.21,81.69,82.77,0.93,-5.77,5.07,16.85,11.24,2.62,25.38,0.0,101.27,2.34,34.19,2.93,36.12
2006,1,6,4.59,4.68,0.7,302.48,79.98,82.12,0.94,-6.56,4.48,16.39,10.33,2.5,24.44,0.0,101.27,1.86,43.5,3.23,43.44
2006,1,7,4.62,4.66,0.7,301.71,79.32,80.61,0.95,-6.15,4.48,16.12,12.7,2.62,26.81,0.0,101.24,2.25,46.44,2.66,45.75
2006,1,8,4.15,4.38,0.63,318.54,73.37,77.73,0.9,-5.27,5.31,16.73,12.58,2.75,26.5,0.0,101.14,2.16,57.44,3.54,56.62
2006,1,9,4.0,4.41,0.61,325.12,71.69,79.01,0.96,-1.88,7.94,18.22,10.66,3.48,28.06,0.0,100.99,4.56,100.56,5.99,101.25
2006,1,10,4.19,4.41,0.63,334.22,75.77,80.19,1.04,2.36,10.61,19.44,10.11,4.82,35.31,0.0,100.99,2.93,162.31,4.45,164.19
2006,1,11,4.37,4.4,0.66,331.55,78.33,79.71,1.07,1.37,10.51,19.59,10.94,4.58,32.25,0.0,100.98,2.91,190.75,4.45,176.56
2006,1,12,4.31,4.32,0.65,333.16,77.8,78.76,1.03,13.08,16.58,20.65,9.41,9.52,67.06,0.0,101.0,2.93,235.88,4.14,237.38
2006,1,13,4.45,4.49,0.66,343.52,82.38,83.86,1.16,14.8,17.58,21.21,9.24,10.62,74.5,0.0,100.86,3.11,294.38,4.17,295.44
2006,1,14,4.42,4.58,0.66,349.33,82.51,85.98,1.16,16.81,19.08,21.89,8.41,12.02,78.0,0.0,100.73,2.95,252.25,4.09,253.56
2006,1,15,4.57,4.76,0.68,341.12,84.12,88.23,1.26,16.91,18.92,21.72,7.21,12.15,81.19,0.0,100.57,3.62,254.56,5.08,254.88
2006,1,16,4.63,4.7,0.69,351.78,86.91,89.1,1.24,18.23,20.01,22.72,6.34,13.06,81.06,0.0,100.51,2.98,252.94,4.06,253.5
2006,1,17,4.54,4.59,0.66,349.72,85.03,86.87,1.22,15.02,18.39,22.3,6.04,10.8,67.75,0.0,100.57,2.55,260.69,1.8,260.75
2006,1,18,4.75,4.76,0.7,339.1,88.43,89.56,1.24,12.47,16.63,21.31,7.05,9.16,61.69,0.0,100.78,4.01,272.12,4.08,271.75
2006,1,19,4.16,4.45,0.61,348.3,78.12,84.16,1.12,11.39,16.03,20.95,7.45,8.73,59.44,0.0,101.01,3.98,274.69,3.6,274.69
2006,1,20,4.72,4.8,0.69,328.73,86.93,89.15,1.23,6.91,13.08,20.08,8.62,6.35,48.0,0.0,101.16,3.74,268.75,5.4,253.81
2006,1,21,4.54,4.61,0.66,330.16,81.5,83.59,1.04,5.47,12.05,19.3,9.02,5.74,45.31,0.0,101.23,3.38,154.75,4.49,153.5
2006,1,22,4.43,4.61,0.63,337.0,82.33,86.07,1.12,10.69,14.97,19.83,5.48,8.12,58.75,0.0,100.96,3.85,272.75,5.99,272.44
2006,1,23,5.01,5.04,0.72,324.09,90.22,91.45,1.15,5.63,12.55,20.07,10.08,5.98,45.88,0.0,101.0,4.05,302.19,6.05,302.75
2006,1,24,4.83,4.86,0.69,321.41,85.21,86.39,1.1,2.18,10.87,19.26,10.21,4.7,35.75,0.0,101.37,3.98,165.44,4.61,164.88
2006,1,25,4.91,4.94,0.7,327.36,88.52,89.76,1.16,10.51,14.97,20.34,9.14,8.0,59.06,0.0,101.35,2.08,285.19,3.4,285.62
2006,1,26,5.02,5.05,0.7,321.52,89.05,90.2,1.24,6.5,13.48,20.62,12.05,6.41,47.94,0.0,101.44,2.52,163.69,4.01,162.62
2006,1,27,5.01,5.04,0.7,324.79,89.84,90.98,1.42,3.23,11.79,20.68,11.95,5.07,36.75,0.0,101.24,2.3,161.69,3.4,161.88
2006,1,28,4.81,5.01,0.67,339.05,87.34,91.2,1.49,12.05,15.82,20.55,9.84,8.97,65.5,0.0,100.99,1.88,287.0,1.95,287.31
2006,1,29,4.69,5.08,0.65,346.84,85.59,92.8,1.4,14.94,17.66,21.6,7.8,10.68,74.0,0.0,100.98,1.72,275.5,2.5,276.25
2006,1,30,5.02,5.12,0.69,337.24,90.27,92.45,1.33,9.09,14.76,21.33,10.25,7.69,55.06,0.0,101.05,1.94,180.94,2.56,180.94
